codes,description,co,co_nwa,co_sib,co_ptw,co_sing,persons,records
33340,"Milwaukee-Waukesha-West Allis, WI",0.2773836724645083,0.2284950150146785,0.19781652376998263,0.14597908320163455,0.04594226297750268,4.238892270057925e-4,486
33460,"Minneapolis-St Paul-Bloomington, MN-WI",0.33878154666188315,0.2758534689662842,0.20998670320740692,0.13669324959115922,0.05119794908497259,8.944782186116791e-4,1029
33660,"Mobile, AL",0.14472531812113262,0.12407112309640198,0.08265869884622551,0.05991873414281757,0.019797394821751142,9.381854293017102e-5,188
33700,"Modesto, CA",0.43174354594465075,0.31564286995263396,0.19731519291021554,0.05404606471097376,0.09086309293568438,7.774145218444661e-5,80
33740,"Monroe, LA",0.4133441595793135,0.32312340908679876,0.1709626940305175,0.14612321561293332,0.12134744872386469,5.714715349198207e-5,152
33780,"Monroe, MI",0.4861807626579627,0.3788779279832605,0.32580156050806824,0.25274130302803655,0.1076241451301145,5.71668880544514e-5,68
33860,"Montgomery, AL",0.2289421255271957,0.18265521541087987,0.17598521635360131,0.16000910854735748,0.06953367612511413,6.916317984877098e-5,137
34060,"Morgantown, WV",0.22132077894244415,0.1479152333201628,0.10935015607440306,0.09588703043614762,0.02340398654670014,4.6462386169702955e-5,255
34580,"Mount Vernon-Anacortes, WA",0.23151503978212418,0.23151503978212418,0.23151503978212418,0.11728991681600077,0.11728991681600077,2.801326164489538e-5,36
34740,"Muskegon-Norton Shores, MI",0.34939726293446344,0.2718685468303334,0.2718685468303334,0.16448741636878605,0.023143981805286477,3.706512223013891e-5,43
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",0.5555279219953914,0.3882436829423947,0.3134128180457684,0.2809025834540801,0.14598366388929834,5.492632206063402e-5,84
34940,"Naples-Immokalee-Marco Island, FL",0.5091708741259477,0.21572216035613087,0.10008415405349505,0.07713256238048992,0.053219068110227044,8.565787773424813e-5,92
34980,"Nashville-Davidson-Murfreesboro, TN",0.22871374052866483,0.16270228857010668,0.1268981399505515,0.09196941259415688,0.007870299546965024,4.5373814582097614e-4,639
35300,"New Haven-Milford, CT",0.26835779137638716,0.2146073134907258,0.11216498804636926,0.08109730254868963,0.06450921287248515,2.531570223237395e-4,341
35380,"New Orleans-Metairie, LA",0.29464937058423446,0.2391984385957109,0.18201873124736234,0.1428797398431185,0.07925117399756271,2.8534811916899807e-4,682
35620,"New York-Newark-Jersey City, NY-NJ-PA (White Plains central city recoded to balance of metropolitan)",0.26794953009197786,0.16787350752233263,0.11353865197680735,0.07899990544345438,0.0849809910678502,0.00482829195821519,4889
35660,"Niles-Benton Harbor, MI",0.036055643838263145,0.036055643838263145,0.036055643838263145,0,0,4.876311767668347e-5,57
35840,"North-Port-Sarasota-Bradenton, FL",0.26278716035159094,0.19747925718416257,0.155816103680987,0.1083004140677494,0.06847599606592021,1.7397607326896043e-4,187
35980,"Norwich-New London, CT",0.35231201526959544,0.11756385415424189,0.03770245243139602,0.03770245243139602,0.04970630936057089,7.212588652825382e-5,94
36100,"Ocala, FL",0.3415847766644541,0.07989722430698933,0.05902830826986132,0.05902830826986132,0.1244080335838423,5.173427802984068e-5,58
36220,"Odessa, TX",0.33819840188270794,0.2943624420539499,0.19723193751229237,0.05572289248859308,0.09713050454165756,2.3036070940820703e-5,25
36260,"Ogden-Clearfield, UT",0.41417876578711477,0.28798474332508134,0.22747112017889645,0.12074700539559684,0.04287950222160828,1.4917925319037528e-4,395
36420,"Oklahoma City, OK",0.29287244681372493,0.20210087689171838,0.13936234181336601,0.09962659585179275,0.05119856399790842,3.216193690539993e-4,591
36540,"Omaha-Council Bluffs, NE-IA",0.4120711365305255,0.36388485586524766,0.2731912626976914,0.17921020652426525,0.04495198732214269,2.160215852269463e-4,658
36740,"Orlando, FL",0.24956360378248119,0.20543245618462658,0.16397485945298906,0.08467746213645659,0.05309309875258707,5.409961268497286e-4,558
36780,"Oshkosh-Neenah, WI",0.5770635449483669,0.5770635449483669,0.5770635449483669,0.46145366332848237,0,2.1213512574930215e-5,24
37100,"Oxnard-Thousand Oaks-Ventura, CA",0.3876626036224949,0.18167400833819106,0.11284229607757668,0.078269857428684,0.039164273352779506,9.429945419680124e-5,108
37340,"Palm Bay-Melbourne-Titusville, FL",0.3002172425389733,0.24698786132017123,0.23937779956292154,0.2152720494737782,0.09419811335882622,1.656829581300658e-4,181
37460,"Panama City, FL",0.4709655719807626,0.30769501444603725,0.30769501444603725,0.280922518692344,0.08329419388656602,3.277299945005584e-5,35
37860,"Pensacola-Ferry Pass-Brent, FL",0.3979345425341384,0.13241924769870186,0.11636890525739133,0.07307488861928844,0.12127812583859426,1.1737184737449895e-4,125
37900,"Peoria, IL",0.3663979877797207,0.3463515709500168,0.23784307395518708,0.10855239950329829,0,7.904827319039462e-5,91
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE",0.3205359722395011,0.2062234783777455,0.1451857106335212,0.10928182028007218,0.12681138504187076,0.0015717099252082114,2056
38060,"Phoenix-Mesa-Scottsdale, AZ",0.3316829337182396,0.20745307871336405,0.1340439425086778,0.10296814080779933,0.08182808233884133,9.260267566628578e-4,1004
38220,"Pine Bluff, AR",0.401541653200774,0.3408198663490008,0.3408198663490008,0.2580496763132788,0.15725757741207086,6.867424551624117e-5,214
38300,"Pittsburgh, PA",0.2079184420204036,0.16636559796735723,0.11985906759289736,0.07196132529603522,0.042822558689846274,5.239492404682334e-4,570
38860,"Portland-South Portland, ME",0.3446670888286371,0.27320523698269905,0.20925363736319755,0.13107796509229597,0.02368470191581232,1.4568236870616665e-4,429
38900,"Portland-Vancouver-Hillsboro, OR-WA",0.33621663345187197,0.25868787616041644,0.21624312646447405,0.1270450854677706,0.051608020785322714,5.233197137223865e-4,873
